year,province,city,prov_code,city_code,region,hu_line,gdp,gdp_per_capita,gdp_growth,retail_sales,fixed_asset_inv,real_estate_inv,pop_hukou,pop_urban_hukou,pop_avg,employees,emp_secondary,emp_tertiary,fiscal_revenue,fiscal_exp,edu_exp,sci_exp,secondary_share,tertiary_share,industrial_firms,industrial_profit,fdi,exports,bank_deposits,bank_loans,uni_students,uni_students_per10k,highway_passenger,mobile_users,internet_users,so2_emission,wastewater,sewage_treatment_rate,pm25,lccp_treat,lccp_batch,lccp_first_year,sponge_treat,sponge_batch,sponge_first_year,cbec_treat,cbec_batch,cbec_first_year,ltci_treat,ltci_batch,ltci_first_year,smart_treat,smart_batch,smart_first_year
2004,河南省,濮阳市,410000,410900,中部,东南侧,3174246.0,8929.0,14.4,852549.0,1309148.0,56152.0,367.46,,372.03,30.0,17.51,12.71,125592.0,254598.0,50298.0,1149.0,59.18,23.68,449.0,,2925.0,,2769503.0,1426540.0,4562.0,,1904.0,62.0,23064.0,16891.0,6505.0,80.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,河南省,濮阳市,410000,410900,中部,东南侧,3839824.0,10754.0,15.0,1002907.0,1533051.0,104663.0,372.01,,377.67,31.0,16.3,14.41,153498.0,348204.0,75079.0,1563.0,62.77,20.96,514.0,489866.0,3681.0,,3144661.0,1410732.0,6058.0,,2280.0,73.0,57157.0,22313.0,7266.0,83.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,河南省,濮阳市,410000,410900,中部,东南侧,4562361.0,12132.0,15.92,1150336.0,1836956.0,138369.0,380.11,,383.31,32.0,15.76,16.03,185749.0,424378.0,93764.0,1903.0,64.47,20.77,492.0,846249.0,4632.0,,3414026.0,1772641.0,7658.0,,2543.0,82.0,72700.0,20975.0,8856.0,83.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,河南省,濮阳市,410000,410900,中部,东南侧,5261408.0,14976.0,14.6,1355000.0,2523600.0,172070.0,386.45,,388.95,32.0,16.93,14.7,231540.0,544546.0,135583.0,7023.0,65.14,21.17,529.0,906300.0,6016.0,,3640291.0,1763079.0,9116.0,,3026.0,103.0,98498.0,24520.0,7724.0,41.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,河南省,濮阳市,410000,410900,中部,东南侧,6572798.0,18803.0,12.96,1661554.0,3345874.0,256685.0,396.24,,394.59,31.0,14.79,16.17,253041.0,638720.0,160463.0,7728.0,66.51,19.66,638.0,1114960.0,1172.0,,4434215.0,1549353.0,10826.0,,3376.0,131.0,127773.0,26791.0,7670.0,76.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,河南省,濮阳市,410000,410900,中部,东南侧,6616319.0,18855.0,11.0,1968619.0,4345619.0,359736.0,404.22,,400.23,32.0,16.21,16.14,253387.0,815487.0,190619.0,9845.0,65.58,20.25,656.0,804424.0,7506.0,,5256473.0,1984370.0,11641.0,29.0,3573.0,145.0,168300.0,20768.0,10730.0,53.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,河南省,濮阳市,410000,410900,中部,东南侧,7754037.0,21787.0,11.4,2306551.0,5322225.0,416013.0,409.83,,407.02,31.0,16.49,14.88,301725.0,900995.0,211530.0,10898.0,66.46,19.66,703.0,1182048.0,9001.0,,5889197.0,4355761.0,12085.0,29.0,4242.0,161.0,189794.0,23670.0,9370.0,86.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,河南省,濮阳市,410000,410900,中部,东南侧,8973433.0,25066.0,12.4,2745640.0,6121274.0,502317.0,416.6,,413.2,33.0,18.13,14.34,390155.0,1184513.0,285029.0,14327.0,65.0,20.68,660.0,1617520.0,15748.0,,6809481.0,2575620.0,12140.0,29.0,5039.0,205.0,249848.0,22474.0,5740.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,河南省,濮阳市,410000,410900,中部,东南侧,9896987.0,27654.0,12.1,3183596.0,7389623.0,578996.0,421.3,,419.0,34.0,19.21,14.36,480946.0,1506609.0,353586.0,18385.0,65.12,20.96,795.0,1818510.0,32001.0,,8368942.0,3040945.0,11577.0,27.0,5333.0,227.0,280000.0,24243.0,7475.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,河南省,濮阳市,410000,410900,中部,东南侧,11304789.0,27110.0,14.22,3653393.0,9418889.0,726834.0,417.3,,419.3,41.0,26.6,14.33,605050.0,1738659.0,406085.0,21983.0,66.18,20.68,875.0,2174572.0,38979.0,,9714857.0,3790519.0,9876.0,286.0,5762.0,308.0,320000.0,23277.0,7155.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,河南省,濮阳市,410000,410900,中部,东南侧,12536056.0,34895.0,10.0,4122918.0,11157830.0,847731.0,424.5,,420.9,41.0,26.15,14.7,704000.0,1819485.0,415022.0,23160.0,57.89,29.7,988.0,2525960.0,48717.0,,10591386.0,4613586.0,8110.0,19.0,4417.0,321.0,410000.0,21509.0,6381.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,河南省,濮阳市,410000,410900,中部,东南侧,13283410.0,36842.0,9.4,4706843.0,13052767.0,951181.0,429.01,,426.74,41.0,24.98,15.88,789989.0,2186590.0,450357.0,21348.0,56.55,31.59,1006.0,2387692.0,57544.0,,11653128.0,5433502.0,8401.0,20.0,4294.0,321.0,680000.0,21449.0,7024.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,河南省,濮阳市,410000,410900,中部,东南侧,14495555.0,40059.0,8.7,5299562.0,15232828.0,1241321.0,433.0,,431.0,41.0,24.62,16.85,721626.0,2216231.0,445609.0,23007.0,54.76,34.07,1010.0,1782568.0,63304.0,,13381746.0,6357907.0,11212.0,,3890.0,298.0,1260000.0,4511.0,4064.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,河南省,濮阳市,410000,410900,中部,东南侧,15854700.0,43638.0,7.25,5941759.0,,1505962.0,432.0,,432.0,41.0,23.84,17.37,811142.0,2601798.0,541287.0,23553.0,52.69,36.77,890.0,2085150.0,64246.0,,15121896.0,7443151.0,14642.0,,3105.0,322.0,880000.0,1373.0,3019.0,,64.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,河南省,濮阳市,410000,410900,中部,东南侧,16544700.0,45644.0,5.8,6165328.0,,1939492.0,435.0,,433.0,34.0,17.58,16.32,916555.0,3100622.0,609463.0,20436.0,50.62,39.47,817.0,199897.0,66390.0,418253.0,16856587.0,8628800.0,17739.0,,3093.0,351.0,890000.0,917.0,2942.0,,63.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,河南省,濮阳市,410000,410900,中部,东南侧,15810000.0,43810.0,6.8,6773827.0,,2406298.0,434.0,,434.0,34.0,14.83,19.08,1004761.0,3499458.0,681788.0,26352.0,36.11,51.71,687.0,203449.0,69031.0,403019.0,18776472.0,10224264.0,20883.0,,3119.0,383.0,1030000.0,1003.0,2490.0,,63.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,河南省,濮阳市,410000,410900,中部,东南侧,16500000.0,43908.0,3.0,6569955.0,,,434.5,,,32.0,,,1034191.0,3565215.0,718142.0,68062.0,35.33,50.12,630.0,-172521.0,,406000.0,20586470.0,12524077.0,25162.0,,1196.0,389.0,1195000.0,1315.0,,,58.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,河南省,濮阳市,410000,410900,中部,东南侧,17720000.0,47131.0,8.4,7225866.0,,,435.0,137.0,,32.0,,,1126814.0,2898407.0,565443.0,58782.0,37.42,50.73,666.0,-293884.0,,600000.0,22492084.0,14515353.0,29867.0,,886.0,395.0,1360000.0,1228.0,,,51.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,河南省,濮阳市,410000,410900,中部,东南侧,18900000.0,50475.0,4.9,7360040.0,,,434.0,141.0,,32.0,,,1167166.0,3204335.0,650373.0,70903.0,37.68,49.65,762.0,-524379.0,,819000.0,25722647.0,16291384.0,33012.0,,446.0,408.0,,1258.0,,,52.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,河南省,濮阳市,410000,410900,中部,东南侧,18510000.0,49722.0,2.8,7779821.0,,,,,,,,,1185536.0,3300978.0,661660.0,87114.0,35.9,53.1,,-347005.0,,796000.0,28459490.0,18746273.0,37878.0,,,413.0,,1152.0,,,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,河南省,许昌市,410000,411000,中部,东南侧,449200.0,1380.0,,176528.0,24489.0,,330.83,,325.47,,32.5,31.5,25662.0,27289.0,,,39.47,23.286,,,,,,,1713.0,,2080.0,,,,,,,0,0,0,0,0,0,1,2,2019,0,0,0,1,1,2013
1991,河南省,许昌市,410000,411000,中部,东南侧,493600.0,1481.0,,198222.0,23818.0,,335.64,,333.24,,33.03,33.03,28147.0,29797.0,,,39.263,24.129,,,54.0,,,,1760.0,,2013.0,,,,,,,0,0,0,0,0,0,1,2,2019,0,0,0,1,1,2013
1992,河南省,许昌市,410000,411000,中部,东南侧,571100.0,2073.0,,174633.0,33293.0,,340.04,,344.01,,35.65,33.46,32370.0,36469.0,7344.0,,43.184,24.59,,,180.0,,,,1892.0,,2074.0,,,,,,,0,0,0,0,0,0,1,2,2019,0,0,0,1,1,2013
1993,河南省,许昌市,410000,411000,中部,东南侧,724200.0,2664.0,,223286.0,62881.0,,343.33,,354.78,,38.28,33.88,39769.0,45919.0,8772.0,,47.106,25.052,,,305.0,,,,2024.0,,2134.0,,,,,,,0,0,0,0,0,0,1,2,2019,0,0,0,1,1,2013
1994,河南省,许昌市,410000,411000,中部,东南侧,990487.0,3256.0,,292841.0,96668.0,,345.72,,365.55,188.0,40.9,34.31,26180.0,49511.0,12490.0,,51.028,25.514,,,431.0,,,,2185.0,,2194.0,,,,,,,0,0,0,0,0,0,1,2,2019,0,0,0,1,1,2013
1995,河南省,许昌市,410000,411000,中部,东南侧,1260498.0,3848.0,12.9,376058.0,196244.0,12765.0,347.73,,376.32,193.0,45.65,36.56,37166.0,57969.0,16208.0,,49.0,26.5,,,874.0,,,,2122.0,,2255.0,,,,,,,0,0,0,0,0,0,1,2,2019,0,0,0,1,1,2013
1996,河南省,许昌市,410000,411000,中部,东南侧,1707094.0,4439.0,18.1,509973.0,334904.0,9411.0,350.45,,387.1,200.0,47.53,40.54,51158.0,75484.0,19926.0,,51.2,24.5,,,1294.0,,,,2141.0,,2316.0,,,,,,,0,0,0,0,0,0,1,2,2019,0,0,0,1,1,2013
1997,河南省,许昌市,410000,411000,中部,东南侧,2220949.0,5031.0,26.67,652650.0,271748.0,8067.0,430.27,,397.87,254.0,51.82,55.37,63800.0,91008.0,23644.0,,51.3,25.55,,,1543.0,,,,2263.0,,2376.0,,,,,,,0,0,0,0,0,0,1,2,2019,0,0,0,1,1,2013
1998,河南省,许昌市,410000,411000,中部,东南侧,2429190.0,5622.0,11.8,693286.0,325348.0,9973.0,433.44,,408.64,28.0,11.76,16.32,72956.0,105464.0,27362.0,,50.9,26.1,,,687.0,,,,2269.0,,2343.0,,,,,,,0,0,0,0,0,0,1,2,2019,0,0,0,1,1,2013
1999,河南省,许昌市,410000,411000,中部,东南侧,2591992.0,6214.0,9.65,750052.0,380841.0,23248.0,437.3,,419.41,28.0,11.16,16.17,79923.0,123510.0,31081.0,,50.5,26.5,648.0,,973.0,,,,3028.0,,2760.0,,,,,,,0,0,0,0,0,0,1,2,2019,0,0,0,1,1,2013
2000,河南省,许昌市,410000,411000,中部,东南侧,2913482.0,6806.0,10.4,825200.0,485242.0,25090.0,439.59,,430.18,27.0,10.26,15.95,86974.0,131142.0,34799.0,,52.8,26.1,648.0,,1785.0,,,,4774.0,,3832.0,,,,,,,0,0,0,0,0,0,1,2,2019,0,0,0,1,1,2013
2001,河南省,许昌市,410000,411000,中部,东南侧,3261883.0,7397.0,10.55,913881.0,491120.0,31077.0,442.31,,440.95,26.0,10.24,15.76,95200.0,168113.0,38517.0,,54.17,25.78,654.0,,3143.0,,,,6416.0,,3804.0,23.0,124537.0,,,,,0,0,0,0,0,0,1,2,2019,0,0,0,1,1,2013
2002,河南省,许昌市,410000,411000,中部,东南侧,3628207.0,8180.0,10.7,1011396.0,472770.0,31452.0,444.82,,446.09,27.0,10.08,16.15,95745.0,206434.0,42235.0,,55.41,25.62,655.0,,2059.0,,,,8652.0,,3806.0,36.0,111081.0,,,27.0,,0,0,0,0,0,0,1,2,2019,0,0,0,1,1,2013
2003,河南省,许昌市,410000,411000,中部,东南侧,4116846.0,9299.0,12.8,1119510.0,1050169.0,45118.0,445.88,,451.23,26.0,10.06,15.84,114880.0,232494.0,45953.0,663.0,58.26,25.34,650.0,,734.0,,2623969.0,2067180.0,10937.0,,2738.0,58.0,126667.0,28756.0,2090.0,66.0,,0,0,0,0,0,0,1,2,2019,0,0,0,1,1,2013
2004,河南省,许昌市,410000,411000,中部,东南侧,5158199.0,11518.0,14.6,1294781.0,1626871.0,75455.0,450.64,,456.37,26.0,10.33,15.82,161808.0,296527.0,57459.0,821.0,59.34,23.46,705.0,,3158.0,,3033738.0,2323044.0,15379.0,,2912.0,71.0,136490.0,32011.0,2105.0,93.0,,0,0,0,0,0,0,1,2,2019,0,0,0,1,1,2013
2005,河南省,许昌市,410000,411000,中部,东南侧,6054744.0,13468.0,13.5,1474122.0,2393953.0,93710.0,458.04,,461.52,26.0,10.11,16.08,199572.0,366591.0,70024.0,1069.0,61.16,22.4,807.0,574292.0,4260.0,,3547434.0,2536210.0,19358.0,,2995.0,101.0,155002.0,34639.0,2497.0,83.0,,0,0,0,0,0,0,1,2,2019,0,0,0,1,1,2013
2006,河南省,许昌市,410000,411000,中部,东南侧,7185397.0,15526.0,14.95,1697461.0,2936813.0,207832.0,467.54,,466.66,27.0,11.25,15.73,255490.0,476951.0,88878.0,2266.0,63.0,22.2,872.0,966931.0,6508.0,,4047466.0,3033886.0,22570.0,,3239.0,122.0,190186.0,33696.0,3801.0,84.0,,0,0,0,0,0,0,1,2,2019,0,0,0,1,1,2013
2007,河南省,许昌市,410000,411000,中部,东南侧,8553952.0,19968.0,14.8,2007511.0,3972200.0,299751.0,475.15,,471.8,28.0,12.07,15.66,337625.0,636764.0,132412.0,8676.0,64.08,22.92,999.0,1511853.0,8817.0,,4393416.0,3511404.0,24784.0,,3534.0,141.0,220903.0,30084.0,4571.0,80.0,,0,0,0,0,0,0,1,2,2019,0,0,0,1,1,2013
2008,河南省,许昌市,410000,411000,中部,东南侧,10620503.0,24706.0,12.55,2485749.0,5247404.0,497296.0,478.95,,476.94,28.0,11.98,15.68,416113.0,766008.0,160601.0,10449.0,65.63,21.76,1198.0,2049977.0,11730.0,,5230846.0,3786504.0,28099.0,,5354.0,164.0,278222.0,25215.0,3955.0,80.0,,0,0,0,0,0,0,1,2,2019,0,0,0,1,1,2013
2009,河南省,许昌市,410000,411000,中部,东南侧,11307471.0,26227.0,12.5,2970141.0,6783718.0,584276.0,485.21,,482.08,28.0,13.2,14.96,470786.0,1002894.0,203594.0,12323.0,67.3,20.6,1198.0,2122908.0,18491.0,,6594722.0,4792316.0,32357.0,67.0,5238.0,190.0,338700.0,18262.0,3020.0,89.0,,0,0,0,0,0,0,1,2,2019,0,0,0,1,1,2013
2010,河南省,许昌市,410000,411000,中部,东南侧,13164870.0,30536.0,13.6,3493229.0,8293604.0,710568.0,489.64,,487.63,29.0,13.32,15.29,574496.0,1172338.0,238577.0,13031.0,68.51,20.1,1286.0,2769606.0,21277.0,,8303818.0,5623459.0,34342.0,70.0,5506.0,216.0,375278.0,22772.0,3371.0,97.0,,0,0,0,0,0,0,1,2,2019,0,0,0,1,1,2013
