city_id,admin_code_6,city_name_cn,province_code,province_name,prefecture_type,sample_tier,metric_year,period_end,geo_scope,data_status,gdp_current_100m,gdp_real_growth_pct,resident_population_10k,general_public_revenue_100m,general_public_expenditure_100m,gov_fund_revenue_100m,general_debt_limit_100m,general_debt_balance_100m,special_debt_limit_100m,special_debt_balance_100m,statutory_debt_limit_100m,statutory_debt_balance_100m,debt_limit_utilization_pct,statutory_debt_to_gdp_pct,statutory_debt_to_revenue_pct,statutory_debt_to_general_revenue_pct,fiscal_self_sufficiency_pct,fund_revenue_dependence_pct,gov_fund_to_general_revenue_pct,gov_fund_source_status,source_doc_id,source_grade,collection_status,lineage_complete_flag,note
CN-141100,141100,吕梁市,14,山西省,地级市,core,2018,2018-12-31,prefecture_whole,secondary_debt,1420.32,5.20,388.00,174.80,409.85,22.21,,,,,244.50,228.31,93.38,16.07,130.61,130.61,42.65,11.27,12.71,城市预算执行报告（全市口径，A2精确来源）,SRC-CITY-PANEL-1990-2023;SRC-B2-CITY-YEARBOOK-2019;SRC-SECONDARY-EBS-SHANXI-2018;SRC-B2-GOTOHUI-BALANCE-3051246;SRC-B2-GOTOHUI-EXPENDITURE-1294890;SRC-B2-GOTOHUI-GDP-261411;SRC-B2-GOTOHUI-GROWTH-145375;SRC-B2-GOTOHUI-POPULATION-9284;SRC-B2-GOTOHUI-REVENUE-1294889;SRC-D-DACHUANG-CITY-PANEL-2015-2024;SRC-D-HAIDATAS-NATIONAL-CITY-ECONOMIC-2015-2021;SRC-A2-LVLIANG-CITY-FUND-2018,A2,extracted,true,"已接入评级报告或其他二手公开来源的债务补缺值；不等同于官方决算数据，必须回到财政/人大预算决算或官方债务表复核。；已接入2018年第三方公开研究面板 D 级临时值（字段=gov_fund_revenue_100m,statutory_debt_limit_100m）；仅用于原始空缺覆盖，待官方统计年鉴/公报复核，不计入高等级定稿率。；已接入2018年吕梁市全市政府性基金预算收入精确披露；来源等级为A2，保留执行状态，不改写为最终决算。"
CN-150100,150100,呼和浩特市,15,内蒙古自治区,地级市,core,2018,2018-12-31,prefecture_whole,secondary_debt,2903.50,3.90,244.00,204.72,356.74,170.89,,,,,871.54,840.67,96.46,28.95,410.64,410.64,57.39,45.50,83.47,城市财政局官方预算执行报告（全市口径）,SRC-CITY-PANEL-1990-2023;SRC-B2-CITY-YEARBOOK-2019;SRC-SECONDARY-CEIC-CN-150100;SRC-B2-GOTOHUI-BALANCE-1108402;SRC-B2-GOTOHUI-EXPENDITURE-273887;SRC-B2-GOTOHUI-GDP-273869;SRC-B2-GOTOHUI-GROWTH-145376;SRC-B2-GOTOHUI-POPULATION-9580;SRC-B2-GOTOHUI-REVENUE-273886;SRC-D-DACHUANG-CITY-PANEL-2015-2024;SRC-D-HAIDATAS-NATIONAL-CITY-ECONOMIC-2015-2021,D,needs_review,true,"已接入商业数据库公开城市债务页的 provisional 补缺值；经济财政字段与债务字段来源状态分开记录，必须回到官方预算/决算或统计公报复核。；已接入2018年第三方公开研究面板 D 级临时值（字段=gov_fund_revenue_100m,statutory_debt_limit_100m）；仅用于原始空缺覆盖，待官方统计年鉴/公报复核，不计入高等级定稿率。"
CN-150200,150200,包头市,15,内蒙古自治区,地级市,core,2018,2018-12-31,prefecture_whole,secondary_debt,2951.79,6.80,224.00,142.75,364.52,84.26,,,,,885.71,860.89,97.20,29.17,603.08,603.08,39.16,37.12,59.03,城市财政局官方预算执行报告（全市口径）,SRC-CITY-PANEL-1990-2023;SRC-B2-CITY-YEARBOOK-2019;SRC-SECONDARY-CEIC-CN-150200-COMPONENTS;SRC-B2-GOTOHUI-BALANCE-1110085;SRC-B2-GOTOHUI-EXPENDITURE-276140;SRC-B2-GOTOHUI-GDP-276087;SRC-B2-GOTOHUI-GROWTH-145377;SRC-B2-GOTOHUI-POPULATION-9484;SRC-B2-GOTOHUI-REVENUE-276139;SRC-D-DACHUANG-CITY-PANEL-2015-2024;SRC-D-HAIDATAS-NATIONAL-CITY-ECONOMIC-2015-2021,D,needs_review,true,"已接入商业数据库公开城市债务页的 provisional 补缺值；经济财政字段与债务字段来源状态分开记录，必须回到官方预算/决算或统计公报复核。；已接入2018年第三方公开研究面板 D 级临时值（字段=gov_fund_revenue_100m,statutory_debt_limit_100m）；仅用于原始空缺覆盖，待官方统计年鉴/公报复核，不计入高等级定稿率。"
CN-150300,150300,乌海市,15,内蒙古自治区,地级市,core,2018,2018-12-31,prefecture_whole,secondary_debt,495.94,13.00,56.00,40.80,109.04,0.92,,,,,35.55,172.94,486.47,34.87,423.87,423.87,37.42,2.21,2.25,城市财政局官方预算执行报告（全市口径）,SRC-CITY-PANEL-1990-2023;SRC-B2-CITY-YEARBOOK-2019;SRC-SECONDARY-CEIC-CN-150300;SRC-B2-GOTOHUI-BALANCE-1117952;SRC-B2-GOTOHUI-EXPENDITURE-1118056;SRC-B2-GOTOHUI-GDP-1117810;SRC-B2-GOTOHUI-GROWTH-145378;SRC-B2-GOTOHUI-POPULATION-9322;SRC-B2-GOTOHUI-REVENUE-1118055;SRC-D-DACHUANG-CITY-PANEL-2015-2024;SRC-D-HAIDATAS-NATIONAL-CITY-ECONOMIC-2015-2021,D,needs_review,true,"已接入商业数据库公开城市债务页的 provisional 补缺值；经济财政字段与债务字段来源状态分开记录，必须回到官方预算/决算或统计公报复核。；已接入2018年第三方公开研究面板 D 级临时值（字段=gov_fund_revenue_100m,statutory_debt_limit_100m）；仅用于原始空缺覆盖，待官方统计年鉴/公报复核，不计入高等级定稿率。"
CN-150400,150400,赤峰市,15,内蒙古自治区,地级市,core,2018,2018-12-31,prefecture_whole,secondary_debt,1549.84,6.01,459.00,108.24,510.22,103.97,,,,,364.23,336.94,92.51,21.74,311.29,311.29,21.21,48.99,96.06,城市财政局官方预算执行报告（全市口径）,SRC-CITY-PANEL-1990-2023;SRC-B2-CITY-YEARBOOK-2019;SRC-SECONDARY-CEIC-CN-150400;SRC-B2-GOTOHUI-BALANCE-1123825;SRC-B2-GOTOHUI-EXPENDITURE-1123982;SRC-B2-GOTOHUI-GDP-274251;SRC-B2-GOTOHUI-GROWTH-145379;SRC-B2-GOTOHUI-POPULATION-9280;SRC-B2-GOTOHUI-REVENUE-1123981;SRC-D-DACHUANG-CITY-PANEL-2015-2024;SRC-D-HAIDATAS-NATIONAL-CITY-ECONOMIC-2015-2021,D,needs_review,true,"已接入商业数据库公开城市债务页的 provisional 补缺值；经济财政字段与债务字段来源状态分开记录，必须回到官方预算/决算或统计公报复核。；已接入2018年第三方公开研究面板 D 级临时值（字段=gov_fund_revenue_100m,statutory_debt_limit_100m）；仅用于原始空缺覆盖，待官方统计年鉴/公报复核，不计入高等级定稿率。"
CN-150500,150500,通辽市,15,内蒙古自治区,地级市,core,2018,2018-12-31,prefecture_whole,official_debt_exception,1301.60,4.10,318.00,75.49,375.36,23.60,347.00,348.00,62.51,53.37,409.51,401.37,98.01,30.84,531.69,531.69,20.11,23.82,31.26,城市财政局官方预算执行报告（全市口径）,SRC-CITY-PANEL-1990-2023;SRC-B2-CITY-YEARBOOK-2019;SRC-OFFICIAL-DEBT-INNER-MONGOLIA-TONGLIAO-2018;SRC-B2-GOTOHUI-BALANCE-1112203;SRC-B2-GOTOHUI-EXPENDITURE-1112098;SRC-B2-GOTOHUI-FUND-1111404;SRC-B2-GOTOHUI-GDP-1112350;SRC-B2-GOTOHUI-GROWTH-145380;SRC-B2-GOTOHUI-POPULATION-9324;SRC-B2-GOTOHUI-REVENUE-1112097;SRC-D-DACHUANG-CITY-PANEL-2015-2024;SRC-D-HAIDATAS-NATIONAL-CITY-ECONOMIC-2015-2021,A2,needs_review,true,"官方公开债务表原值已入表，但存在明确记录的限额/余额内部勾稽异常；内蒙古2018年官方决算表原值保留：通辽市一般债务余额347.9992亿元高于一般债务限额347亿元；该内部勾稽异常未按其他来源改写，待财政部门更正或解释。；已接入2018年第三方公开研究面板 D 级临时值（字段=gov_fund_revenue_100m,statutory_debt_limit_100m,statutory_debt_balance_100m）；仅用于原始空缺覆盖，待官方统计年鉴/公报复核，不计入高等级定稿率。"
CN-150600,150600,鄂尔多斯市,15,内蒙古自治区,地级市,core,2018,2018-12-31,prefecture_whole,official_debt,3763.21,5.00,162.00,433.46,586.48,15.38,1432.88,1413.99,44.45,37.82,1477.33,1451.80,98.27,38.58,334.93,334.93,73.91,3.43,3.55,城市财政局官方预算执行报告（全市口径）,SRC-CITY-PANEL-1990-2023;SRC-B2-CITY-YEARBOOK-2019;SRC-OFFICIAL-DEBT-INNER-MONGOLIA-ORDOS-2018;SRC-B2-GOTOHUI-BALANCE-1114551;SRC-B2-GOTOHUI-EXPENDITURE-1114966;SRC-B2-GOTOHUI-GDP-1113185;SRC-B2-GOTOHUI-GROWTH-145381;SRC-B2-GOTOHUI-POPULATION-9277;SRC-B2-GOTOHUI-REVENUE-1114953;SRC-D-DACHUANG-CITY-PANEL-2015-2024;SRC-D-HAIDATAS-NATIONAL-CITY-ECONOMIC-2015-2021,A2,needs_review,true,"已从省级财政厅官方地级行政单元债务明细表提取；经济财政字段与债务字段的来源状态分开记录。；已接入2018年第三方公开研究面板 D 级临时值（字段=gov_fund_revenue_100m,statutory_debt_limit_100m,statutory_debt_balance_100m）；仅用于原始空缺覆盖，待官方统计年鉴/公报复核，不计入高等级定稿率。"
CN-150700,150700,呼伦贝尔市,15,内蒙古自治区,地级市,core,2018,2018-12-31,prefecture_whole,secondary_debt,1252.90,5.60,256.00,86.04,449.34,22.48,,,,,395.41,371.59,93.98,29.66,431.88,431.88,19.15,20.72,26.13,城市财政局官方预算执行报告（全市口径）,SRC-CITY-PANEL-1990-2023;SRC-B2-CITY-YEARBOOK-2019;SRC-SECONDARY-CEIC-CN-150700;SRC-B2-GOTOHUI-BALANCE-1119757;SRC-B2-GOTOHUI-EXPENDITURE-1119589;SRC-B2-GOTOHUI-GDP-1119934;SRC-B2-GOTOHUI-GROWTH-145382;SRC-B2-GOTOHUI-POPULATION-9469;SRC-B2-GOTOHUI-REVENUE-1119588;SRC-D-DACHUANG-CITY-PANEL-2015-2024;SRC-D-HAIDATAS-NATIONAL-CITY-ECONOMIC-2015-2021,D,needs_review,true,"已接入商业数据库公开城市债务页的 provisional 补缺值；经济财政字段与债务字段来源状态分开记录，必须回到官方预算/决算或统计公报复核。；已接入2018年第三方公开研究面板 D 级临时值（字段=gov_fund_revenue_100m,statutory_debt_limit_100m）；仅用于原始空缺覆盖，待官方统计年鉴/公报复核，不计入高等级定稿率。"
CN-150800,150800,巴彦淖尔市,15,内蒙古自治区,地级市,core,2018,2018-12-31,prefecture_whole,reported,813.13,5.30,168.97,55.54,266.71,17.00,247.82,257.53,42.75,47.98,290.57,305.52,105.15,37.57,550.09,550.09,20.82,23.44,30.61,城市财政局官方预算执行报告（全市口径）,SRC-CITY-PANEL-1990-2023;SRC-B2-CITY-YEARBOOK-2019;SRC-OFFICIAL-DEBT-INNER-MONGOLIA-BAYANNUR-2018;SRC-B2-GOTOHUI-BALANCE-1116763;SRC-B2-GOTOHUI-EXPENDITURE-1116569;SRC-B2-GOTOHUI-GDP-1116925;SRC-B2-GOTOHUI-GROWTH-145383;SRC-B2-GOTOHUI-POPULATION-9319;SRC-B2-GOTOHUI-REVENUE-1116568;SRC-D-HAIDATAS-NATIONAL-CITY-ECONOMIC-2015-2021,B2,extracted,true,"官方公开债务表原值已入表，但存在明确记录的限额/余额内部勾稽异常；内蒙古2018年官方决算表原值保留：巴彦淖尔市一般、专项债务余额分别高于对应限额9.7132亿元、5.2335亿元；该内部勾稽异常未按其他来源改写，待财政部门更正或解释。；已接入2018年第三方公开研究面板 D 级临时值（字段=gov_fund_revenue_100m,statutory_debt_limit_100m,statutory_debt_balance_100m）；仅用于原始空缺覆盖，待官方统计年鉴/公报复核，不计入高等级定稿率。；已接入2018年巴彦淖尔市官方预算执行报告；财政三项字段为全市快报数，保留execution状态，不改写为最终决算。"
CN-150900,150900,乌兰察布市,15,内蒙古自治区,地级市,core,2018,2018-12-31,prefecture_whole,official_debt,764.52,5.50,272.00,46.20,349.81,26.45,495.85,477.49,74.85,75.02,570.70,552.51,96.81,72.27,1195.91,1195.91,13.21,36.41,57.25,城市财政局官方预算执行报告（全市口径）,SRC-CITY-PANEL-1990-2023;SRC-B2-CITY-YEARBOOK-2019;SRC-OFFICIAL-DEBT-INNER-MONGOLIA-ULANQAB-2018;SRC-B2-GOTOHUI-BALANCE-1125854;SRC-B2-GOTOHUI-EXPENDITURE-1125691;SRC-B2-GOTOHUI-GDP-1126055;SRC-B2-GOTOHUI-GROWTH-145384;SRC-B2-GOTOHUI-POPULATION-9172;SRC-B2-GOTOHUI-REVENUE-1125690;SRC-D-DACHUANG-CITY-PANEL-2015-2024;SRC-D-HAIDATAS-NATIONAL-CITY-ECONOMIC-2015-2021,A2,needs_review,true,"已从省级财政厅官方地级行政单元债务明细表提取；经济财政字段与债务字段的来源状态分开记录。；已接入2018年第三方公开研究面板 D 级临时值（字段=gov_fund_revenue_100m,statutory_debt_limit_100m,statutory_debt_balance_100m）；仅用于原始空缺覆盖，待官方统计年鉴/公报复核，不计入高等级定稿率。"
CN-152200,152200,兴安盟,15,内蒙古自治区,盟,extended,2018,2018-12-31,prefecture_whole,official_debt_exception,475.30,5.90,145.81,35.96,264.79,13.47,188.57,189.89,32.37,30.42,220.94,220.32,99.72,46.35,612.68,612.68,13.58,27.25,37.46,城市财政局官方预算执行报告（全市口径）,SRC-OFFICIAL-DEBT-INNER-MONGOLIA-XINGAN-2018;SRC-B2-GOTOHUI-BALANCE-1133632;SRC-B2-GOTOHUI-EXPENDITURE-1133391;SRC-B2-GOTOHUI-GDP-1133823;SRC-B2-GOTOHUI-GROWTH-161511;SRC-B2-GOTOHUI-POPULATION-9328;SRC-B2-GOTOHUI-REVENUE-1133393;SRC-D-DACHUANG-CITY-PANEL-2015-2024;SRC-D-HAIDATAS-NATIONAL-CITY-ECONOMIC-2015-2021,A2,needs_review,true,"官方公开债务表原值已入表，但存在明确记录的限额/余额内部勾稽异常；内蒙古2018年官方决算表原值保留：兴安盟一般债务余额189.8921亿元高于一般债务限额188.57亿元；该内部勾稽异常未按其他来源改写，待财政部门更正或解释。；已接入2018年第三方公开研究面板 D 级临时值（字段=gdp_current_100m,gdp_real_growth_pct,resident_population_10k,general_public_revenue_100m,general_public_expenditure_100m,gov_fund_revenue_100m,statutory_debt_limit_100m,statutory_debt_balance_100m）；仅用于原始空缺覆盖，待官方统计年鉴/公报复核，不计入高等级定稿率。"
CN-152500,152500,锡林郭勒盟,15,内蒙古自治区,盟,extended,2018,2018-12-31,prefecture_whole,official_debt_exception,32.60,4.90,109.08,1.65,10.34,0.47,339.92,323.62,13.37,13.62,353.29,337.24,95.46,1034.48,20438.79,20438.79,15.96,22.17,28.48,城市财政局官方预算执行报告（全市口径）,SRC-OFFICIAL-DEBT-INNER-MONGOLIA-XILINGOL-2018;SRC-B2-GOTOHUI-BALANCE-1130109;SRC-B2-GOTOHUI-GDP-1130304;SRC-B2-GOTOHUI-GROWTH-161515;SRC-B2-GOTOHUI-POPULATION-9176;SRC-B2-GOTOHUI-REVENUE-1129918;SRC-D-DACHUANG-CITY-PANEL-2015-2024;SRC-D-HAIDATAS-NATIONAL-CITY-ECONOMIC-2015-2021,A2,needs_review,true,"官方公开债务表原值已入表，但存在明确记录的限额/余额内部勾稽异常；内蒙古2018年官方全盟表原值保留：锡林郭勒盟专项债务余额13.6155000003亿元，高于同表专项债务限额13.37亿元约0.2455亿元；表内全盟总余额、一般/专项分项均有明确年末口径，未以其他来源改写，保留 needs_review 待财政部门解释。；已接入2018年第三方公开研究面板 D 级临时值（字段=gdp_current_100m,gdp_real_growth_pct,resident_population_10k,general_public_revenue_100m,general_public_expenditure_100m,gov_fund_revenue_100m,statutory_debt_limit_100m,statutory_debt_balance_100m）；仅用于原始空缺覆盖，待官方统计年鉴/公报复核，不计入高等级定稿率。"
CN-152900,152900,阿拉善盟,15,内蒙古自治区,盟,extended,2018,2018-12-31,prefecture_whole,official_debt,33.30,10.20,25.75,3.21,12.24,0.87,131.52,128.27,31.48,31.32,163.00,159.59,97.91,479.25,4971.65,4971.65,26.23,21.32,27.10,城市财政局官方预算执行报告（全市口径）,SRC-OFFICIAL-DEBT-INNER-MONGOLIA-ALXA-2018;SRC-B2-GOTOHUI-BALANCE-1118709;SRC-B2-GOTOHUI-EXPENDITURE-1118783;SRC-B2-GOTOHUI-GDP-1118476;SRC-B2-GOTOHUI-GROWTH-161516;SRC-B2-GOTOHUI-POPULATION-9365;SRC-B2-GOTOHUI-REVENUE-1118782;SRC-D-DACHUANG-CITY-PANEL-2015-2024;SRC-D-HAIDATAS-NATIONAL-CITY-ECONOMIC-2015-2021,A2,needs_review,true,"已从省级财政厅官方地级行政单元债务明细表提取；经济财政字段与债务字段的来源状态分开记录。；已接入2018年第三方公开研究面板 D 级临时值（字段=gdp_current_100m,gdp_real_growth_pct,resident_population_10k,general_public_revenue_100m,general_public_expenditure_100m,gov_fund_revenue_100m,statutory_debt_limit_100m,statutory_debt_balance_100m）；仅用于原始空缺覆盖，待官方统计年鉴/公报复核，不计入高等级定稿率。"
CN-210100,210100,沈阳市,21,辽宁省,地级市,core,2018,2018-12-31,prefecture_whole,official_debt,6292.40,5.41,741.00,720.64,965.44,408.75,,922.00,,764.00,1955.87,1686.00,86.20,26.79,233.96,233.96,74.64,36.19,56.72,城市财政局官方预算执行报告（全市口径）,SRC-CITY-PANEL-1990-2023;SRC-B2-CITY-YEARBOOK-2019;SRC-OFFICIAL-DEBT-LIAONING-CITIES-2018;SRC-B2-GOTOHUI-EXPENDITURE-275142;SRC-B2-GOTOHUI-GDP-258754;SRC-B2-GOTOHUI-GROWTH-145385;SRC-B2-GOTOHUI-POPULATION-258902;SRC-B2-GOTOHUI-REVENUE-275141;SRC-D-DACHUANG-CITY-PANEL-2015-2024;SRC-D-HAIDATAS-NATIONAL-CITY-ECONOMIC-2015-2021,A2,needs_review,true,"已从省级财政厅官方地级行政单元债务明细表提取；经济财政字段与债务字段的来源状态分开记录。；已接入2018年第三方公开研究面板 D 级临时值（字段=gov_fund_revenue_100m,statutory_debt_limit_100m,statutory_debt_balance_100m）；仅用于原始空缺覆盖，待官方统计年鉴/公报复核，不计入高等级定稿率。"
CN-210200,210200,大连市,21,辽宁省,地级市,core,2018,2018-12-31,prefecture_whole,reported,7668.48,6.50,700.00,703.99,1001.49,183.21,,1318.00,,667.00,2174.10,1985.00,91.30,25.89,281.96,281.96,70.29,20.65,26.02,城市财政局官方预算执行报告（全市口径）,SRC-CITY-PANEL-1990-2023;SRC-B2-CITY-YEARBOOK-2019;SRC-OFFICIAL-DEBT-LIAONING-CITIES-2018;SRC-B2-GOTOHUI-BALANCE-1060577;SRC-B2-GOTOHUI-EXPENDITURE-282186;SRC-B2-GOTOHUI-GDP-282158;SRC-B2-GOTOHUI-GROWTH-145386;SRC-B2-GOTOHUI-POPULATION-282195;SRC-B2-GOTOHUI-REVENUE-282185;SRC-A1-CELMA-CITY-ANNUAL-2102;SRC-D-DACHUANG-CITY-PANEL-2015-2024;SRC-D-HAIDATAS-NATIONAL-CITY-ECONOMIC-2015-2021,A1,extracted,true,"已从省级财政厅官方地级行政单元债务明细表提取；经济财政字段与债务字段的来源状态分开记录。；已接入2018年第三方公开研究面板 D 级临时值（字段=gov_fund_revenue_100m,statutory_debt_limit_100m,statutory_debt_balance_100m）；仅用于原始空缺覆盖，待官方统计年鉴/公报复核，不计入高等级定稿率。；已接入2018年大连市官方预算执行报告；财政三项字段为全市快报数，保留execution状态，不改写为最终决算。"
CN-210300,210300,鞍山市,21,辽宁省,地级市,core,2018,2018-12-31,prefecture_whole,reported,1751.06,5.15,357.70,151.44,277.40,21.93,,433.00,,295.00,757.54,728.00,96.10,41.57,480.72,480.72,54.59,12.65,14.48,城市财政局官方预算执行报告（全市口径）,SRC-CITY-PANEL-1990-2023;SRC-B2-CITY-YEARBOOK-2019;SRC-OFFICIAL-DEBT-LIAONING-CITIES-2018;SRC-B2-GOTOHUI-EXPENDITURE-281315;SRC-B2-GOTOHUI-GDP-1057836;SRC-B2-GOTOHUI-GROWTH-145387;SRC-B2-GOTOHUI-POPULATION-281338;SRC-B2-GOTOHUI-REVENUE-281314;SRC-D-DACHUANG-CITY-PANEL-2015-2024;SRC-D-HAIDATAS-NATIONAL-CITY-ECONOMIC-2015-2021,B2,extracted,true,"已从省级财政厅官方地级行政单元债务明细表提取；经济财政字段与债务字段的来源状态分开记录。；已接入2018年第三方公开研究面板 D 级临时值（字段=gov_fund_revenue_100m,statutory_debt_limit_100m,statutory_debt_balance_100m）；仅用于原始空缺覆盖，待官方统计年鉴/公报复核，不计入高等级定稿率。；已接入2018年鞍山市官方预算执行报告；财政三项字段为全市快报数，保留execution状态，不改写为最终决算。"
CN-210400,210400,抚顺市,21,辽宁省,地级市,core,2018,2018-12-31,prefecture_whole,reported,1048.82,4.60,205.20,89.40,209.62,18.50,,341.00,,44.00,406.42,385.00,94.73,36.71,430.65,430.65,42.65,17.15,20.69,城市财政局官方预算执行报告（全市口径）,SRC-CITY-PANEL-1990-2023;SRC-B2-CITY-YEARBOOK-2019;SRC-OFFICIAL-DEBT-LIAONING-CITIES-2018;SRC-B2-GOTOHUI-BALANCE-2985089;SRC-B2-GOTOHUI-EXPENDITURE-1052949;SRC-B2-GOTOHUI-GDP-1053225;SRC-B2-GOTOHUI-GROWTH-145388;SRC-B2-GOTOHUI-POPULATION-1053268;SRC-B2-GOTOHUI-REVENUE-1052948;SRC-D-DACHUANG-CITY-PANEL-2015-2024;SRC-D-HAIDATAS-NATIONAL-CITY-ECONOMIC-2015-2021,B2,extracted,true,"已从省级财政厅官方地级行政单元债务明细表提取；经济财政字段与债务字段的来源状态分开记录。；已接入2018年第三方公开研究面板 D 级临时值（字段=gov_fund_revenue_100m,statutory_debt_limit_100m,statutory_debt_balance_100m）；仅用于原始空缺覆盖，待官方统计年鉴/公报复核，不计入高等级定稿率。；已接入2018年抚顺市官方预算执行报告；财政三项字段为全市快报数，保留execution状态，不改写为最终决算。"
CN-210500,210500,本溪市,21,辽宁省,地级市,core,2018,2018-12-31,prefecture_whole,reported,823.09,1.20,167.80,62.64,151.46,21.44,,201.00,,73.00,286.93,274.00,95.49,33.29,437.42,437.42,41.36,25.50,34.23,城市财政局官方预算执行报告（全市口径）,SRC-CITY-PANEL-1990-2023;SRC-B2-CITY-YEARBOOK-2019;SRC-OFFICIAL-DEBT-LIAONING-CITIES-2018;SRC-B2-GOTOHUI-BALANCE-1052354;SRC-B2-GOTOHUI-EXPENDITURE-1052225;SRC-B2-GOTOHUI-GDP-1052514;SRC-B2-GOTOHUI-GROWTH-145389;SRC-B2-GOTOHUI-POPULATION-1052586;SRC-B2-GOTOHUI-REVENUE-1052224;SRC-D-HAIDATAS-NATIONAL-CITY-ECONOMIC-2015-2021,B2,extracted,true,"已从省级财政厅官方地级行政单元债务明细表提取；经济财政字段与债务字段的来源状态分开记录。；已接入2018年第三方公开研究面板 D 级临时值（字段=gov_fund_revenue_100m,statutory_debt_limit_100m,statutory_debt_balance_100m）；仅用于原始空缺覆盖，待官方统计年鉴/公报复核，不计入高等级定稿率。；已接入2018年本溪市官方预算执行报告；财政三项字段为全市快报数，保留execution状态，不改写为最终决算。"
