risk_metric_id,city_id,metric_year,period_end,geo_scope,metric_code,metric_name_cn,metric_value,unit,value_origin,calculation_id,data_status,source_doc_id,source_grade,note
RISK-CN-360900-2019-gov_fund_dependence,CN-360900,2019,2019-12-31,prefecture_whole,gov_fund_dependence,政府性基金收入依赖度,,%,,,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-DEBT-JIANGXI-YICHUN-2019,B2,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-360900-2019-tax_share,CN-360900,2019,2019-12-31,prefecture_whole,tax_share,税收收入占比,,%,,,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-DEBT-JIANGXI-YICHUN-2019,B2,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-361000-2019-statutory_debt_to_gdp,CN-361000,2019,2019-12-31,prefecture_whole,statutory_debt_to_gdp,法定债务/GDP,21.22,%,calculated,CAL-CN-361000-2019-statutory_debt_to_gdp_pct,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-DEBT-JIANGXI-FUZHOU-2019,B2,
RISK-CN-361000-2019-statutory_debt_to_general_revenue,CN-361000,2019,2019-12-31,prefecture_whole,statutory_debt_to_general_revenue,法定债务/一般预算收入,248.13,%,calculated,CAL-CN-361000-2019-statutory_debt_to_general_revenue_pct,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-DEBT-JIANGXI-FUZHOU-2019,B2,
RISK-CN-361000-2019-debt_limit_utilization,CN-361000,2019,2019-12-31,prefecture_whole,debt_limit_utilization,债务限额利用率,,%,,,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-DEBT-JIANGXI-FUZHOU-2019,B2,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-361000-2019-fiscal_self_sufficiency,CN-361000,2019,2019-12-31,prefecture_whole,fiscal_self_sufficiency,财政自给率,27.22,%,calculated,CAL-CN-361000-2019-fiscal_self_sufficiency_pct,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-DEBT-JIANGXI-FUZHOU-2019,B2,
RISK-CN-361000-2019-gov_fund_dependence,CN-361000,2019,2019-12-31,prefecture_whole,gov_fund_dependence,政府性基金收入依赖度,,%,,,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-DEBT-JIANGXI-FUZHOU-2019,B2,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-361000-2019-tax_share,CN-361000,2019,2019-12-31,prefecture_whole,tax_share,税收收入占比,,%,,,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-DEBT-JIANGXI-FUZHOU-2019,B2,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-361100-2019-statutory_debt_to_gdp,CN-361100,2019,2019-12-31,prefecture_whole,statutory_debt_to_gdp,法定债务/GDP,,%,,,provisional,SRC-CITY-PANEL-1990-2023,D,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-361100-2019-statutory_debt_to_general_revenue,CN-361100,2019,2019-12-31,prefecture_whole,statutory_debt_to_general_revenue,法定债务/一般预算收入,,%,,,provisional,SRC-CITY-PANEL-1990-2023,D,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-361100-2019-debt_limit_utilization,CN-361100,2019,2019-12-31,prefecture_whole,debt_limit_utilization,债务限额利用率,,%,,,provisional,SRC-CITY-PANEL-1990-2023,D,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-361100-2019-fiscal_self_sufficiency,CN-361100,2019,2019-12-31,prefecture_whole,fiscal_self_sufficiency,财政自给率,31.75,%,calculated,CAL-CN-361100-2019-fiscal_self_sufficiency_pct,provisional,SRC-CITY-PANEL-1990-2023,D,
RISK-CN-361100-2019-gov_fund_dependence,CN-361100,2019,2019-12-31,prefecture_whole,gov_fund_dependence,政府性基金收入依赖度,,%,,,provisional,SRC-CITY-PANEL-1990-2023,D,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-361100-2019-tax_share,CN-361100,2019,2019-12-31,prefecture_whole,tax_share,税收收入占比,,%,,,provisional,SRC-CITY-PANEL-1990-2023,D,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-370100-2019-statutory_debt_to_gdp,CN-370100,2019,2019-12-31,prefecture_whole,statutory_debt_to_gdp,法定债务/GDP,13.60,%,calculated,CAL-CN-370100-2019-statutory_debt_to_gdp_pct,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-RATING-SHANDONG-2019-2021,B2,
RISK-CN-370100-2019-statutory_debt_to_general_revenue,CN-370100,2019,2019-12-31,prefecture_whole,statutory_debt_to_general_revenue,法定债务/一般预算收入,146.86,%,calculated,CAL-CN-370100-2019-statutory_debt_to_general_revenue_pct,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-RATING-SHANDONG-2019-2021,B2,
RISK-CN-370100-2019-debt_limit_utilization,CN-370100,2019,2019-12-31,prefecture_whole,debt_limit_utilization,债务限额利用率,,%,,,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-RATING-SHANDONG-2019-2021,B2,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-370100-2019-fiscal_self_sufficiency,CN-370100,2019,2019-12-31,prefecture_whole,fiscal_self_sufficiency,财政自给率,73.01,%,calculated,CAL-CN-370100-2019-fiscal_self_sufficiency_pct,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-RATING-SHANDONG-2019-2021,B2,
RISK-CN-370100-2019-gov_fund_dependence,CN-370100,2019,2019-12-31,prefecture_whole,gov_fund_dependence,政府性基金收入依赖度,,%,,,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-RATING-SHANDONG-2019-2021,B2,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-370100-2019-tax_share,CN-370100,2019,2019-12-31,prefecture_whole,tax_share,税收收入占比,,%,,,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-RATING-SHANDONG-2019-2021,B2,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-370200-2019-statutory_debt_to_gdp,CN-370200,2019,2019-12-31,prefecture_whole,statutory_debt_to_gdp,法定债务/GDP,13.47,%,calculated,CAL-CN-370200-2019-statutory_debt_to_gdp_pct,official_debt,SRC-CITY-PANEL-1990-2023;SRC-CELMA-API-DEBT-3702-2019,A2,
RISK-CN-370200-2019-statutory_debt_to_general_revenue,CN-370200,2019,2019-12-31,prefecture_whole,statutory_debt_to_general_revenue,法定债务/一般预算收入,127.37,%,calculated,CAL-CN-370200-2019-statutory_debt_to_general_revenue_pct,official_debt,SRC-CITY-PANEL-1990-2023;SRC-CELMA-API-DEBT-3702-2019,A2,
RISK-CN-370200-2019-debt_limit_utilization,CN-370200,2019,2019-12-31,prefecture_whole,debt_limit_utilization,债务限额利用率,,%,,,official_debt,SRC-CITY-PANEL-1990-2023;SRC-CELMA-API-DEBT-3702-2019,A2,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-370200-2019-fiscal_self_sufficiency,CN-370200,2019,2019-12-31,prefecture_whole,fiscal_self_sufficiency,财政自给率,78.79,%,calculated,CAL-CN-370200-2019-fiscal_self_sufficiency_pct,official_debt,SRC-CITY-PANEL-1990-2023;SRC-CELMA-API-DEBT-3702-2019,A2,
RISK-CN-370200-2019-gov_fund_dependence,CN-370200,2019,2019-12-31,prefecture_whole,gov_fund_dependence,政府性基金收入依赖度,,%,,,official_debt,SRC-CITY-PANEL-1990-2023;SRC-CELMA-API-DEBT-3702-2019,A2,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-370200-2019-tax_share,CN-370200,2019,2019-12-31,prefecture_whole,tax_share,税收收入占比,,%,,,official_debt,SRC-CITY-PANEL-1990-2023;SRC-CELMA-API-DEBT-3702-2019,A2,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-370300-2019-statutory_debt_to_gdp,CN-370300,2019,2019-12-31,prefecture_whole,statutory_debt_to_gdp,法定债务/GDP,17.26,%,calculated,CAL-CN-370300-2019-statutory_debt_to_gdp_pct,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-RATING-SHANDONG-2019-2021,B2,
RISK-CN-370300-2019-statutory_debt_to_general_revenue,CN-370300,2019,2019-12-31,prefecture_whole,statutory_debt_to_general_revenue,法定债务/一般预算收入,170.48,%,calculated,CAL-CN-370300-2019-statutory_debt_to_general_revenue_pct,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-RATING-SHANDONG-2019-2021,B2,
RISK-CN-370300-2019-debt_limit_utilization,CN-370300,2019,2019-12-31,prefecture_whole,debt_limit_utilization,债务限额利用率,,%,,,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-RATING-SHANDONG-2019-2021,B2,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-370300-2019-fiscal_self_sufficiency,CN-370300,2019,2019-12-31,prefecture_whole,fiscal_self_sufficiency,财政自给率,73.77,%,calculated,CAL-CN-370300-2019-fiscal_self_sufficiency_pct,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-RATING-SHANDONG-2019-2021,B2,
RISK-CN-370300-2019-gov_fund_dependence,CN-370300,2019,2019-12-31,prefecture_whole,gov_fund_dependence,政府性基金收入依赖度,,%,,,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-RATING-SHANDONG-2019-2021,B2,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-370300-2019-tax_share,CN-370300,2019,2019-12-31,prefecture_whole,tax_share,税收收入占比,,%,,,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-RATING-SHANDONG-2019-2021,B2,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-370400-2019-statutory_debt_to_gdp,CN-370400,2019,2019-12-31,prefecture_whole,statutory_debt_to_gdp,法定债务/GDP,24.42,%,calculated,CAL-CN-370400-2019-statutory_debt_to_gdp_pct,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-RATING-SHANDONG-2019-2021,B2,
RISK-CN-370400-2019-statutory_debt_to_general_revenue,CN-370400,2019,2019-12-31,prefecture_whole,statutory_debt_to_general_revenue,法定债务/一般预算收入,280.93,%,calculated,CAL-CN-370400-2019-statutory_debt_to_general_revenue_pct,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-RATING-SHANDONG-2019-2021,B2,
RISK-CN-370400-2019-debt_limit_utilization,CN-370400,2019,2019-12-31,prefecture_whole,debt_limit_utilization,债务限额利用率,,%,,,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-RATING-SHANDONG-2019-2021,B2,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-370400-2019-fiscal_self_sufficiency,CN-370400,2019,2019-12-31,prefecture_whole,fiscal_self_sufficiency,财政自给率,55.12,%,calculated,CAL-CN-370400-2019-fiscal_self_sufficiency_pct,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-RATING-SHANDONG-2019-2021,B2,
RISK-CN-370400-2019-gov_fund_dependence,CN-370400,2019,2019-12-31,prefecture_whole,gov_fund_dependence,政府性基金收入依赖度,,%,,,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-RATING-SHANDONG-2019-2021,B2,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-370400-2019-tax_share,CN-370400,2019,2019-12-31,prefecture_whole,tax_share,税收收入占比,,%,,,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-RATING-SHANDONG-2019-2021,B2,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-370500-2019-statutory_debt_to_gdp,CN-370500,2019,2019-12-31,prefecture_whole,statutory_debt_to_gdp,法定债务/GDP,12.11,%,calculated,CAL-CN-370500-2019-statutory_debt_to_gdp_pct,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-RATING-SHANDONG-2019-2021,B2,
RISK-CN-370500-2019-statutory_debt_to_general_revenue,CN-370500,2019,2019-12-31,prefecture_whole,statutory_debt_to_general_revenue,法定债务/一般预算收入,144.10,%,calculated,CAL-CN-370500-2019-statutory_debt_to_general_revenue_pct,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-RATING-SHANDONG-2019-2021,B2,
RISK-CN-370500-2019-debt_limit_utilization,CN-370500,2019,2019-12-31,prefecture_whole,debt_limit_utilization,债务限额利用率,,%,,,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-RATING-SHANDONG-2019-2021,B2,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-370500-2019-fiscal_self_sufficiency,CN-370500,2019,2019-12-31,prefecture_whole,fiscal_self_sufficiency,财政自给率,80.05,%,calculated,CAL-CN-370500-2019-fiscal_self_sufficiency_pct,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-RATING-SHANDONG-2019-2021,B2,
RISK-CN-370500-2019-gov_fund_dependence,CN-370500,2019,2019-12-31,prefecture_whole,gov_fund_dependence,政府性基金收入依赖度,,%,,,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-RATING-SHANDONG-2019-2021,B2,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-370500-2019-tax_share,CN-370500,2019,2019-12-31,prefecture_whole,tax_share,税收收入占比,,%,,,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-RATING-SHANDONG-2019-2021,B2,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-370600-2019-statutory_debt_to_gdp,CN-370600,2019,2019-12-31,prefecture_whole,statutory_debt_to_gdp,法定债务/GDP,13.61,%,calculated,CAL-CN-370600-2019-statutory_debt_to_gdp_pct,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-RATING-SHANDONG-2019-2021,B2,
RISK-CN-370600-2019-statutory_debt_to_general_revenue,CN-370600,2019,2019-12-31,prefecture_whole,statutory_debt_to_general_revenue,法定债务/一般预算收入,174.92,%,calculated,CAL-CN-370600-2019-statutory_debt_to_general_revenue_pct,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-RATING-SHANDONG-2019-2021,B2,
RISK-CN-370600-2019-debt_limit_utilization,CN-370600,2019,2019-12-31,prefecture_whole,debt_limit_utilization,债务限额利用率,,%,,,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-RATING-SHANDONG-2019-2021,B2,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-370600-2019-fiscal_self_sufficiency,CN-370600,2019,2019-12-31,prefecture_whole,fiscal_self_sufficiency,财政自给率,76.87,%,calculated,CAL-CN-370600-2019-fiscal_self_sufficiency_pct,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-RATING-SHANDONG-2019-2021,B2,
RISK-CN-370600-2019-gov_fund_dependence,CN-370600,2019,2019-12-31,prefecture_whole,gov_fund_dependence,政府性基金收入依赖度,,%,,,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-RATING-SHANDONG-2019-2021,B2,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-370600-2019-tax_share,CN-370600,2019,2019-12-31,prefecture_whole,tax_share,税收收入占比,,%,,,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-RATING-SHANDONG-2019-2021,B2,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-370700-2019-statutory_debt_to_gdp,CN-370700,2019,2019-12-31,prefecture_whole,statutory_debt_to_gdp,法定债务/GDP,22.18,%,calculated,CAL-CN-370700-2019-statutory_debt_to_gdp_pct,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-RATING-SHANDONG-2019-2021,B2,
RISK-CN-370700-2019-statutory_debt_to_general_revenue,CN-370700,2019,2019-12-31,prefecture_whole,statutory_debt_to_general_revenue,法定债务/一般预算收入,220.96,%,calculated,CAL-CN-370700-2019-statutory_debt_to_general_revenue_pct,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-RATING-SHANDONG-2019-2021,B2,
RISK-CN-370700-2019-debt_limit_utilization,CN-370700,2019,2019-12-31,prefecture_whole,debt_limit_utilization,债务限额利用率,,%,,,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-RATING-SHANDONG-2019-2021,B2,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-370700-2019-fiscal_self_sufficiency,CN-370700,2019,2019-12-31,prefecture_whole,fiscal_self_sufficiency,财政自给率,73.41,%,calculated,CAL-CN-370700-2019-fiscal_self_sufficiency_pct,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-RATING-SHANDONG-2019-2021,B2,
RISK-CN-370700-2019-gov_fund_dependence,CN-370700,2019,2019-12-31,prefecture_whole,gov_fund_dependence,政府性基金收入依赖度,,%,,,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-RATING-SHANDONG-2019-2021,B2,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-370700-2019-tax_share,CN-370700,2019,2019-12-31,prefecture_whole,tax_share,税收收入占比,,%,,,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-RATING-SHANDONG-2019-2021,B2,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-370800-2019-statutory_debt_to_gdp,CN-370800,2019,2019-12-31,prefecture_whole,statutory_debt_to_gdp,法定债务/GDP,19.17,%,calculated,CAL-CN-370800-2019-statutory_debt_to_gdp_pct,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-RATING-SHANDONG-2019-2021,B2,
RISK-CN-370800-2019-statutory_debt_to_general_revenue,CN-370800,2019,2019-12-31,prefecture_whole,statutory_debt_to_general_revenue,法定债务/一般预算收入,206.86,%,calculated,CAL-CN-370800-2019-statutory_debt_to_general_revenue_pct,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-RATING-SHANDONG-2019-2021,B2,
RISK-CN-370800-2019-debt_limit_utilization,CN-370800,2019,2019-12-31,prefecture_whole,debt_limit_utilization,债务限额利用率,,%,,,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-RATING-SHANDONG-2019-2021,B2,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-370800-2019-fiscal_self_sufficiency,CN-370800,2019,2019-12-31,prefecture_whole,fiscal_self_sufficiency,财政自给率,60.69,%,calculated,CAL-CN-370800-2019-fiscal_self_sufficiency_pct,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-RATING-SHANDONG-2019-2021,B2,
RISK-CN-370800-2019-gov_fund_dependence,CN-370800,2019,2019-12-31,prefecture_whole,gov_fund_dependence,政府性基金收入依赖度,,%,,,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-RATING-SHANDONG-2019-2021,B2,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-370800-2019-tax_share,CN-370800,2019,2019-12-31,prefecture_whole,tax_share,税收收入占比,,%,,,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-RATING-SHANDONG-2019-2021,B2,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-370900-2019-statutory_debt_to_gdp,CN-370900,2019,2019-12-31,prefecture_whole,statutory_debt_to_gdp,法定债务/GDP,22.56,%,calculated,CAL-CN-370900-2019-statutory_debt_to_gdp_pct,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-RATING-SHANDONG-2019-2021,B2,
RISK-CN-370900-2019-statutory_debt_to_general_revenue,CN-370900,2019,2019-12-31,prefecture_whole,statutory_debt_to_general_revenue,法定债务/一般预算收入,267.46,%,calculated,CAL-CN-370900-2019-statutory_debt_to_general_revenue_pct,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-RATING-SHANDONG-2019-2021,B2,
RISK-CN-370900-2019-debt_limit_utilization,CN-370900,2019,2019-12-31,prefecture_whole,debt_limit_utilization,债务限额利用率,,%,,,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-RATING-SHANDONG-2019-2021,B2,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-370900-2019-fiscal_self_sufficiency,CN-370900,2019,2019-12-31,prefecture_whole,fiscal_self_sufficiency,财政自给率,54.21,%,calculated,CAL-CN-370900-2019-fiscal_self_sufficiency_pct,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-RATING-SHANDONG-2019-2021,B2,
RISK-CN-370900-2019-gov_fund_dependence,CN-370900,2019,2019-12-31,prefecture_whole,gov_fund_dependence,政府性基金收入依赖度,,%,,,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-RATING-SHANDONG-2019-2021,B2,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-370900-2019-tax_share,CN-370900,2019,2019-12-31,prefecture_whole,tax_share,税收收入占比,,%,,,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-RATING-SHANDONG-2019-2021,B2,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-371000-2019-statutory_debt_to_gdp,CN-371000,2019,2019-12-31,prefecture_whole,statutory_debt_to_gdp,法定债务/GDP,21.58,%,calculated,CAL-CN-371000-2019-statutory_debt_to_gdp_pct,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-RATING-SHANDONG-2019-2021,B2,
RISK-CN-371000-2019-statutory_debt_to_general_revenue,CN-371000,2019,2019-12-31,prefecture_whole,statutory_debt_to_general_revenue,法定债务/一般预算收入,255.95,%,calculated,CAL-CN-371000-2019-statutory_debt_to_general_revenue_pct,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-RATING-SHANDONG-2019-2021,B2,
RISK-CN-371000-2019-debt_limit_utilization,CN-371000,2019,2019-12-31,prefecture_whole,debt_limit_utilization,债务限额利用率,,%,,,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-RATING-SHANDONG-2019-2021,B2,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-371000-2019-fiscal_self_sufficiency,CN-371000,2019,2019-12-31,prefecture_whole,fiscal_self_sufficiency,财政自给率,72.81,%,calculated,CAL-CN-371000-2019-fiscal_self_sufficiency_pct,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-RATING-SHANDONG-2019-2021,B2,
RISK-CN-371000-2019-gov_fund_dependence,CN-371000,2019,2019-12-31,prefecture_whole,gov_fund_dependence,政府性基金收入依赖度,,%,,,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-RATING-SHANDONG-2019-2021,B2,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-371000-2019-tax_share,CN-371000,2019,2019-12-31,prefecture_whole,tax_share,税收收入占比,,%,,,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-RATING-SHANDONG-2019-2021,B2,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-371100-2019-statutory_debt_to_gdp,CN-371100,2019,2019-12-31,prefecture_whole,statutory_debt_to_gdp,法定债务/GDP,15.30,%,calculated,CAL-CN-371100-2019-statutory_debt_to_gdp_pct,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-RATING-SHANDONG-2019-2021,B2,
RISK-CN-371100-2019-statutory_debt_to_general_revenue,CN-371100,2019,2019-12-31,prefecture_whole,statutory_debt_to_general_revenue,法定债务/一般预算收入,174.97,%,calculated,CAL-CN-371100-2019-statutory_debt_to_general_revenue_pct,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-RATING-SHANDONG-2019-2021,B2,
